"Timestamp","Qual é a sua idade?","Qual é seu gênero?","Escolaridade","Qual sua ocupação?","Qual é sua renda familiar?","Quantas vezes você já pegou dengue?","Algum familiar já pegou dengue?","Em qual estado você mora?","Em qual cidade?","Em qual bairro?","Você mora em:","Quantas pessoas moram com você?","De qual das fontes abaixo você mais obtém informação sobre a dengue?","A dengue é causada por um(a):","Quais as formas de contágio?","Quais são os principais sintomas da dengue?","Quais as principais formas de prevenir o contágio?","Quais das ações abaixo são formas de combater o Aedes Aegypti?","Se você já contraiu dengue, como você avalia o tratamento recebido? ","Como é o saneamento básico na sua região?","Você acredita que o governo está fazendo o suficiente para combater a dengue em sua região? ","Com que frequência você realiza ações para prevenir a proliferação do mosquito Aedes Aegypti em sua residência?","Quão preocupado você está com a possibilidade de contrair dengue?","Havendo uma vacina disponível gratuitamente no SUS, você..."
"2024/03/14 8:09:34 PM GMT-3","37","Feminino","Superior completo","Trabalho;Estudo","7 a 10 salários mínimos","Nenhuma","Não","SC","Joinville ","Saguaçú ","Apartamento","2","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","3","Frequentemente","Moderadamente preocupado","Certamente tomaria"
"2024/03/14 8:09:45 PM GMT-3","24 anos","Feminino","Médio completo","Trabalho;Estudo","4 a 6 salários mínimos","Duas","Sim","Santa Catarina ","Joinville ","Iririu","Casa","1","Mídia tradicional (TV, rádio, jornal)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Satisfatório","5","1","Sempre","Extremamente preocupado","Certamente tomaria"
"2024/03/14 8:12:09 PM GMT-3","23","Feminino","Superior completo","Trabalho","7 a 10 salários mínimos","Uma","Sim","SC","Joinville","João Costa ","Casa","5","Internet (redes sociais, sites oficiais)","Vírus","Ingestão de água ou alimentos contaminados;Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","3","4","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/14 8:14:39 PM GMT-3","14","Masculino","Fundamental incompleto","Estudo","11 ou mais salários mínimos","Nenhuma","Sim","Roraima ","Boa vista","Cidade satélite ","Casa","Duas pessoas ","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo;Dor de garganta","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Às vezes","Pouco preocupado","Talvez tomaria"
"2024/03/14 8:14:49 PM GMT-3","Joinville ","Feminino","Médio completo","Trabalho","1 a 3 salários mínimos","Nenhuma","Sim","SC","Joinville ","Boehmerwald","Casa","4","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","1","Sempre","Extremamente preocupado","Não tomaria"
"2024/03/14 8:15:32 PM GMT-3","45","Feminino","Médio completo","Trabalho","4 a 6 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","Petrópolis ","Casa","6","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Pouco satisfatório","3","3","Sempre","Muito preocupado","Certamente tomaria"
"2024/03/14 8:16:03 PM GMT-3","15","Feminino","Fundamental completo","Estudo","Prefiro não informar","Nenhuma","Não","Roraima ","Boa Vista ","Caçari ","Casa","3","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Tosse;Dor de garganta","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Nunca","Nada preocupado","Certamente tomaria"
"2024/03/14 8:17:43 PM GMT-3","48","Feminino","Fundamental completo","Trabalho","1 a 3 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","Panaguamirim ","Casa","Só eu ","Amigos e familiares","Parasita","Picada do mosquito Aedes Aegypt","Dores no corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Satisfatório","3","3","Nunca","Muito preocupado","Certamente tomaria"
"2024/03/14 8:18:08 PM GMT-3","42","Feminino","Superior completo","Trabalho","11 ou mais salários mínimos","Duas","Sim","Roraima","Boa Vista ","Cacari ","Casa","3","Profissionais de saúde","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Pouco satisfatório","3","1","Raramente","Pouco preocupado","Certamente tomaria"
"2024/03/14 8:19:20 PM GMT-3","52","Feminino","Médio completo","Trabalho","4 a 6 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Anita Garibaldi ","Apartamento","01","Mídia tradicional (TV, rádio, jornal)","Parasita","Picada do mosquito Aedes Aegypt","Febre","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus","Nunca tive dengue","3","3","Frequentemente","Extremamente preocupado","Certamente tomaria"
"2024/03/14 8:19:42 PM GMT-3","Joinville ","Feminino","Médio completo","Trabalho","1 a 3 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Jarivatuba ","Apartamento","2","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Retirar água de plantas que acumulam água, como as bromélias;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","4","Raramente","Moderadamente preocupado","Talvez tomaria"
"2024/03/14 8:20:14 PM GMT-3","48","Feminino","Fundamental completo","Trabalho","1 a 3 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","Bom retiro ","Apartamento","Eu ","Mídia tradicional (TV, rádio, jornal)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","3","3","Raramente","Muito preocupado","Certamente tomaria"
"2024/03/14 8:20:22 PM GMT-3","17","Feminino","Fundamental completo","Estudo","1 a 3 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Itinga","Casa","4","Mídia tradicional (TV, rádio, jornal)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","3","Nunca","Nada preocupado","Certamente tomaria"
"2024/03/14 8:20:40 PM GMT-3","45 anos","Feminino","Superior completo","Trabalho","7 a 10 salários mínimos","Nenhuma","Não","Santa Catarina","Joinville","Atiradores","Apartamento","3","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","4","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/14 8:21:48 PM GMT-3","50","Feminino","Superior completo","Trabalho","Prefiro não informar","Uma","Sim","Santa Catarina ","Joinville ","São Marcos ","Casa","4","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Satisfatório","3","3","Às vezes","Moderadamente preocupado","Não tomaria"
"2024/03/14 8:21:52 PM GMT-3","41","Feminino","Médio completo","Trabalho","1 a 3 salários mínimos","Três ou mais","Sim","Santa Catarina ","Joinville ","Petrópolis ","Casa","3","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo;Tosse;Dor de garganta","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Muito satisfatório","5","3","Sempre","Extremamente preocupado","Certamente tomaria"
"2024/03/14 8:22:41 PM GMT-3","16","Feminino","Fundamental completo","Estudo","Prefiro não informar","Nenhuma","Sim","Santa Catarina ","Joinville ","Floresta","Casa","3","Amigos e familiares","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias","Nunca tive dengue","5","3","Sempre","Moderadamente preocupado","Certamente tomaria"
"2024/03/14 8:23:16 PM GMT-3","47","Feminino","Médio completo","Trabalho","4 a 6 salários mínimos","Nenhuma","Sim","S/C","Joinville ","Floresta ","Apartamento","3","Profissionais de saúde","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","2","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/14 8:23:34 PM GMT-3","9 anos","Feminino","Fundamental incompleto","Estudo","11 ou mais salários mínimos","Nenhuma","Sim","Roraima","Boa Vista","Caçari","Casa","3","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo;Tosse","Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus","Nunca tive dengue","3","1","Sempre","Extremamente preocupado","Certamente tomaria"
"2024/03/14 8:31:36 PM GMT-3","22","Masculino","Médio completo","Trabalho;Estudo","11 ou mais salários mínimos","Duas","Sim","Roraima","Boa Vista","Paraviana","Casa","3","Amigos e familiares","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo;Tosse;Dor de garganta","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Satisfatório","4","4","Frequentemente","Pouco preocupado","Certamente tomaria"
"2024/03/14 8:38:22 PM GMT-3","37","Masculino","Médio completo","Trabalho","4 a 6 salários mínimos","Uma","Sim","SC","Joinville ","Itaum ","Casa","2","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Satisfatório","5","4","Frequentemente","Muito preocupado","Não tomaria"
"2024/03/14 8:40:02 PM GMT-3","37","Feminino","Superior completo","Estudo","11 ou mais salários mínimos","Duas","Sim","Roraima","Boa Vista ","Jardim floresta ","Casa","2","Profissionais de saúde","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Satisfatório","4","2","Às vezes","Moderadamente preocupado","Certamente tomaria"
"2024/03/14 8:43:32 PM GMT-3","30","Masculino","Superior completo","Trabalho","7 a 10 salários mínimos","Nenhuma","Sim","Santa Catarina","Joinville ","Boehmerwald ","Apartamento","1","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Raramente","Moderadamente preocupado","Certamente tomaria"
"2024/03/14 8:43:46 PM GMT-3","52","Feminino","Médio completo","Trabalho","Prefiro não informar","Uma","Sim","SC","Joinville ","Ademar Garcia ","Casa","2","Profissionais de saúde","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Satisfatório","5","3","Sempre","Muito preocupado","Não tomaria"
"2024/03/14 8:44:14 PM GMT-3","27","Masculino","Superior completo","Trabalho","7 a 10 salários mínimos","Nenhuma","Sim","SC","Joinville ","Anita Garibaldi ","Apartamento","Só eu ","Melhor criar campo com múltipla alternativa ","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias","Nunca tive dengue","3","3","Nunca","Moderadamente preocupado","Certamente tomaria"
"2024/03/14 8:44:42 PM GMT-3","29","Feminino","Superior completo","Trabalho","4 a 6 salários mínimos","Nenhuma","Sim","Santa Catarina","Joinville ","Bucarein","Apartamento","2 ","Profissionais de saúde","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo;Dor de garganta","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","3","Nunca","Pouco preocupado","Certamente tomaria"
"2024/03/14 8:46:41 PM GMT-3","23","Masculino","Superior completo","Trabalho;Estudo","Prefiro não informar","Nenhuma","Sim","mucajai","mucajai","mangueiral","Casa","7","whatsapp do bolsonaro ","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo;Tosse;Dor de garganta","Usar protetor solar;Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","1","1","Nunca","Nada preocupado","Não tomaria"
"2024/03/14 8:48:20 PM GMT-3","46","Masculino","Médio completo","Trabalho","11 ou mais salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Comasa ","Casa","6","Mídia tradicional (TV, rádio, jornal)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","4","Frequentemente","Extremamente preocupado","Certamente tomaria"
"2024/03/14 8:53:04 PM GMT-3","26","Feminino","Superior completo","Trabalho;Estudo","4 a 6 salários mínimos","Nenhuma","Não","Santa Catarina ","Joinville ","Vila nova ","Casa","2","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","4","Sempre","Pouco preocupado","Não tomaria"
"2024/03/14 8:53:50 PM GMT-3","21","Masculino","Médio completo","Trabalho","1 a 3 salários mínimos","Nenhuma","Não","São Paulo","São Bernardo do Campo","Rudge Ramos","Apartamento","1","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Tosse;Dor de garganta","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Frequentemente","Moderadamente preocupado","Certamente tomaria"
"2024/03/14 8:54:17 PM GMT-3","31","Masculino","Superior completo","Estudo","4 a 6 salários mínimos","Nenhuma","Sim","sp","São José dos Campos","Vila Tesouro","Casa","3","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","4","Às vezes","Muito preocupado","Certamente tomaria"
"2024/03/14 8:56:12 PM GMT-3","24","Outro","Fundamental completo","Estudo","1 a 3 salários mínimos","Três ou mais","Sim","santa catarina","florianopolis","itacorubi","Casa","1","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Pouco satisfatório","2","2","Raramente","Extremamente preocupado","Certamente tomaria"
"2024/03/14 8:59:32 PM GMT-3","36","Feminino","Médio completo","Trabalho;Estudo","1 a 3 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","PARANAGUAMIRIM ","Casa","4","Profissionais de saúde","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Pouco satisfatório","4","3","Sempre","Extremamente preocupado","Certamente tomaria"
"2024/03/14 8:59:38 PM GMT-3","24","Feminino","Superior completo","Trabalho","7 a 10 salários mínimos","Nenhuma","Não","Santa Catarina ","Joinville ","Jardim Iririú ","Casa","4","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Nunca","Pouco preocupado","Certamente tomaria"
"2024/03/14 9:03:01 PM GMT-3","17 anos ","Feminino","Fundamental completo","Estudo","Até 1 salário mínimo","Nenhuma","Não","Santa Catarina ","Joinville","Vila Nova ","Casa","2","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Frequentemente","Moderadamente preocupado","Certamente tomaria"
"2024/03/14 9:08:05 PM GMT-3","44","Masculino","Médio completo","Trabalho","7 a 10 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Comasa ","Casa","2","Profissionais de saúde","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Sempre","Moderadamente preocupado","Certamente tomaria"
"2024/03/14 9:26:41 PM GMT-3","26","Feminino","Médio completo","Trabalho","1 a 3 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","Ullysses Guimarães ","Casa","2","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Insatisfatório","1","2","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/14 9:30:30 PM GMT-3","37","Feminino","Médio completo","Trabalho","1 a 3 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Ulisses Guimarães ","Casa","4","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","5","4","Sempre","Extremamente preocupado","Certamente tomaria"
"2024/03/14 9:32:37 PM GMT-3","30","Feminino","Superior completo","Trabalho","4 a 6 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","Petrópolis ","Casa","4","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Satisfatório","5","2","Frequentemente","Moderadamente preocupado","Talvez tomaria"
"2024/03/14 9:37:48 PM GMT-3","25","Feminino","Médio completo","Estudo","1 a 3 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Costa e Silva ","Casa","3","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","3","Às vezes","Muito preocupado","Talvez tomaria"
"2024/03/14 9:40:17 PM GMT-3","21","Masculino","Médio completo","Trabalho","11 ou mais salários mínimos","Três ou mais","Sim","Goiás","Goainia","Sol nascente ","Casa","2","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre","Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","4","4","Sempre","Nada preocupado","Talvez tomaria"
"2024/03/14 9:45:00 PM GMT-3","23","Feminino","Superior completo","","Prefiro não informar","Uma","Sim","SC","Joinville ","Iririú ","Casa","3","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","4","4","Raramente","Moderadamente preocupado","Não tomaria"
"2024/03/14 9:45:41 PM GMT-3","21","Masculino","Médio completo","Trabalho;Estudo","4 a 6 salários mínimos","Nenhuma","Sim","Goiás","Goiânia ","Finsocial","Casa","1","Mídia tradicional (TV, rádio, jornal)","Parasita","Picada do mosquito Tsé-Tsé;Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo;Tosse;Dor de garganta","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","2","Às vezes","Nada preocupado","Talvez tomaria"
"2024/03/14 9:47:47 PM GMT-3","18","Feminino","Médio completo","Estudo","11 ou mais salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Costa e Silva ","Casa","3","Profissionais de saúde","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Às vezes","Moderadamente preocupado","Certamente tomaria"
"2024/03/14 9:53:48 PM GMT-3","44","Masculino","Superior completo","Trabalho","7 a 10 salários mínimos","Nenhuma","Sim","Amazonas ","Manaus","Gilberto mestrinho ","Casa","Cinco ","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo","Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","1","2","Frequentemente","Moderadamente preocupado","Talvez tomaria"
